,file,peak,plato,Ra,Rm+Ra,Rm,tau,Cm,Ih,Cell,Stimulation_Type,VC,Rm_scaled,Cm_scaled
14,2020_02_13_0001,-317.94366460000003,-45.21635437,31.452112800000002,221.15891780000004,189.706805,0.364700109,1.922440836,63.6639595,1,monochromator,-10,-1.0281093213846606,1.5496852526278129
15,2020_02_13_0001,-317.0693665,-38.78451157,31.53883994,257.834883,226.29604300000003,0.353331655,1.5613691280000002,66.03831482,1,monochromator,-10,-0.19850112606314585,0.11689038217364225
16,2020_02_13_0001,-311.4673157,-27.56777,32.10609748,362.7424343,330.63633680000004,0.32184875,0.973422199,60.67237854,1,monochromator,-10,2.167264535379013,-2.2161845314955366
17,2020_02_13_0001,-312.6649475,-38.2364769,31.98311829,261.5303713,229.54725299999998,0.306379795,1.334713402,67.92954254,1,monochromator,-10,-0.12478462885948108,-0.7825186669891527
18,2020_02_13_0001,-316.37982180000006,-38.34563828,31.60757833,260.7858534,229.178275,0.326706648,1.4255567980000001,68.88890839,1,monochromator,-10,-0.13315067279549628,-0.4220363890383221
19,2020_02_13_0001,-311.539917,-39.39121246,32.09861547,253.86372680000002,221.7651113,0.330247253,1.489175872,69.75888062,1,monochromator,-10,-0.30123346694332653,-0.1695849206163099
20,2020_02_13_0001,-309.1216125,-37.98895645,32.34972773,263.2343958,230.8846681,0.35298994200000006,1.528858303,67.82122803,1,monochromator,-10,-0.09446067055494478,-0.01211818388723952
21,2020_02_13_0001,-306.12261960000006,-37.32084274,32.66664846,267.9467897,235.2801412,0.345219404,1.467269621,68.57083893,1,monochromator,-10,0.005200341955762994,-0.25651270633936457
22,2020_02_13_0001,-304.59179689999996,-42.8575325,32.83082507,233.33121200000002,200.5003869,0.400578737,1.997895084,72.67481232,1,monochromator,-10,-0.7833804204681136,1.8491007346305648
23,2020_02_13_0003,-270.72421260000004,-49.24453354,36.93795949,203.0682247,166.13026519999997,0.292945564,1.76334856,111.04234309999998,1,control,-10,-1.5626733545411826,0.9183796367868753
24,2020_02_13_0003,-256.15655519999996,-46.813796999999994,39.03862618,213.6122392,174.573613,0.311447084,1.784044442,113.8338699,1,control,-10,-1.3712326218637243,1.0005044693675675
25,2020_02_13_0003,-255.5238037,-39.01004791,39.135297200000004,256.3442122,217.208915,0.307739943,1.416792415,97.18120575,1,control,-10,-0.4045386461868399,-0.45681497380934477
26,2020_02_13_0003,-243.0891418,-39.85768127,41.13717266,250.89266809999998,209.7554955,0.354525954,1.690186723,110.9098587,1,control,-10,-0.573534182534691,0.6280608373792955
27,2020_02_13_0003,-252.44787599999998,-38.333965299999996,39.6121376,260.8652646,221.253127,0.324809313,1.468043943,97.36668396,1,control,-10,-0.31284197245950984,-0.25344006296936705
28,2020_02_13_0003,-251.23777769999998,-42.49496841,39.80293128,235.3219775,195.5190462,0.316632807,1.6194473809999999,101.8955841,1,control,-10,-0.8963251357532095,0.34735491633575705
29,2020_02_13_0003,-247.2153625,-44.16829681,40.45056058,226.40673790000002,185.9561773,0.264623612,1.42304287,99.04348755,1,control,-10,-1.1131493945755775,-0.432012089330773
30,2020_02_13_0003,-250.8680267,-41.15644836,39.86159628,242.9752906,203.11369430000002,0.306025714,1.506671989,96.49515533,1,control,-10,-0.724127444608535,-0.10015730794257985
31,2020_02_13_0003,-246.10021969999997,-36.61719131,40.63385238,273.0957684,232.4619161,0.316022843,1.359460717,103.7190704,1,control,-10,-0.058698847177959854,-0.6843170488509809
32,2020_02_13_0003,-251.7903442,-47.82905197,39.71558175,209.0779471,169.36236540000002,0.288209289,1.701731602,110.68748470000001,1,control,-10,-1.4893901444885342,0.673872910285362
33,2020_02_13_0003,-254.4640961,-45.67453003,39.2982749,218.94040269999996,179.64212780000003,0.315822423,1.75806436,103.53265379999999,1,control,-10,-1.2563113596010773,0.8974110189563864
34,2020_02_13_0003,-247.68182369999997,-40.20646667,40.37437972,248.71620980000003,208.3418301,0.321320802,1.5422769490000001,110.6713943,1,control,-10,-0.6055870064082698,0.04112931994997752
35,2020_02_13_0005,-291.1447144,-39.49679947,34.34718031,253.18507160000001,218.83789130000002,0.366599113,1.675208579,90.9633255,1,control,-10,-0.3676039582202704,0.5686249762563188
36,2020_02_13_0005,-288.794342,-35.51677704,34.62671716,281.557079,246.9303619,0.361879945,1.4655141719999998,87.85600281,1,control,-10,0.2693522920462336,-0.26347863102085267
37,2020_02_13_0005,-290.49203489999996,-39.41783905,34.42435178,253.6922429,219.26789109999999,0.37084648,1.691294052,90.7201004,1,control,-10,-0.35785433298711905,0.632454910013491
38,2020_02_13_0005,-292.2412415,-35.03911591,34.21830523,285.3953287,251.17702340000002,0.36886939399999996,1.4685634419999998,93.59694672,1,control,-10,0.3656392161728407,-0.2513786012543837
39,2020_02_13_0005,-287.8001404,-36.29869843,34.74633468,275.49197169999997,240.74563700000002,0.342482448,1.422590465,92.59487915,1,control,-10,0.12912257578788944,-0.433807310471078
40,2020_02_13_0005,-291.5038757,-38.86718369,34.30486121,257.2864574,222.98159619999998,0.364837766,1.636178823,96.96208191,1,control,-10,-0.2736514264940322,0.4137481666008866
41,2020_02_13_0005,-293.1888733,-39.94182587,34.10770637,250.3641179,216.2564115,0.374879956,1.733497535,82.4238739,1,control,-10,-0.4261352891579891,0.7999256162968528
42,2020_02_13_0005,-287.2723389,-37.18081284,34.81017365,268.9559275,234.14575380000002,0.36780136799999996,1.5708222859999998,92.62676239,1,control,-10,-0.02052025609849132,0.15440214505037356
43,2020_02_13_0005,-283.9679871,-33.33323669,35.21523712,300.00086980000003,264.7856326,0.332312167,1.255023407,84.94999695,1,control,-10,0.6741948007206173,-1.0987423243201742
44,2020_02_13_0005,-285.638855,-36.19430161,35.00924271,276.2865854,241.27734269999996,0.315041482,1.3057234420000001,94.35578918,1,control,-10,0.14117823560291806,-0.8975558329104201
45,2020_02_13_0006,-277.85882569999995,-34.81277466,35.98949926,287.2508755,251.26137630000002,0.373449624,1.486299363,81.56977081,1,control,-10,0.367551796509691,-0.18099940491042404
46,2020_02_13_0006,-280.17245479999997,-39.03477478,35.69230246,256.18182909999996,220.48952659999998,0.44757145600000003,2.029898941,102.4380875,1,monochromator,-10,-0.33015551011205163,1.9760975641477327
47,2020_02_13_0006,-278.8416443,-41.51664352,35.86264894,240.86725589999998,205.004607,0.40751600299999996,1.9878382669999999,100.8631516,1,monochromator,-10,-0.6812537265891132,1.809193548630003
48,2020_02_13_0006,-280.05664060000004,-37.66979218,35.70706261,265.46469790000003,229.7576353,0.368566781,1.60415466,99.63674927,1,monochromator,-10,-0.12001451366247681,0.28667075937022024
49,2020_02_13_0006,-284.17681880000004,-38.09122467,35.18935866,262.5276579,227.33829930000002,0.38784745299999995,1.706036575,104.97760770000001,1,monochromator,-10,-0.17486946781146345,0.6909557863323651
50,2020_02_13_0006,-279.28146360000005,-31.73508263,35.80617156,315.1086801000001,279.3025086,0.35337621,1.265209581,93.73458862,1,monochromator,-10,1.0033440248740753,-1.058321827412248
51,2020_02_13_0006,-282.23452760000004,-41.36133575,35.43152599,241.7716889,206.3401629,0.37472358299999997,1.816047725,102.7911835,1,monochromator,-10,-0.6509719229628665,1.1274990211536446
52,2020_02_13_0006,-279.4794006,-35.525955200000006,35.78081239,281.4843385,245.7035261,0.38249602899999996,1.556738054,88.19522095,1,monochromator,-10,0.24153555986958025,0.09851348106264761
53,2020_02_13_0006,-284.1676941,-37.98443604,35.1904886,263.2657226,228.075234,0.479662418,2.103088573,86.78000641,1,monochromator,-10,-0.15816053644380876,2.2665266589136635
54,2020_02_13_0006,-279.2518005,-34.21193314,35.80997501,292.2956724,256.4856974,0.398972094,1.5555334980000002,94.92562866,1,monochromator,-10,0.48600574188978013,0.09373359490780517
55,2020_02_13_0006,-288.85427860000004,-36.22164154,34.61953221,276.07804550000003,241.4585133,0.420432359,1.741219861,98.79080963,1,monochromator,-10,0.14528601763738788,0.83056913899782
56,2020_02_13_0006,-283.7284546,-32.87805939,35.24496693,304.1542045,268.90923760000004,0.392653078,1.46016954,100.37886809999999,1,monochromator,-10,0.7676915962064599,-0.2846870534599344
57,2020_02_13_0006,-281.4781494,-37.49623108,35.52673634,266.69347059999996,231.16673419999998,0.365401208,1.5806824869999998,98.37269592,1,monochromator,-10,-0.08806522858967726,0.1935291248204059
58,2020_02_13_0006,-289.175415,-34.08103943,34.58108636,293.4182809,258.8371945,0.359516799,1.388968846,89.59047699,1,monochromator,-10,0.5393225468321183,-0.5672236988843308
59,2020_02_13_0009,-439.552887,-11.11842823,22.7503909,899.4077034,876.6573125,0.183271453,0.20905712,-19.18732071,2,control,-70,-0.10057850660361267,-1.7627153170328258
60,2020_02_13_0009,-418.1673279,-11.28905201,23.91387211,885.8139719000001,861.9000998,0.194016635,0.225103391,-20.18713379,2,control,-70,-0.19797044589802865,-1.6860761201991241
61,2020_02_13_0009,-405.17944339999997,-10.74514866,24.68042287,930.6525501,905.9721271999999,0.199387074,0.22008080300000002,-23.53147316,2,control,-70,0.09288801798537381,-1.7100646911478876
62,2020_02_13_0009,-395.1987305,-10.52289295,25.30372501,950.3090116000001,925.0052866000001,0.203345373,0.21983158,-22.64791679,2,control,-70,0.21849956418649094,-1.7112550144667749
63,2020_02_13_0009,-385.4621582,-9.57539463,25.94288385,1044.3433810000001,1018.4004970000001,0.205504537,0.201791473,-23.22920418,2,control,-70,0.8348721032680769,-1.797417046210726
64,2020_02_13_0009,-381.5472107,-11.02433777,26.20907641,907.0839637,880.8748873,0.21313768600000002,0.241961361,-23.11585236,2,control,-70,-0.07274413183097989,-1.6055601373239352
65,2020_02_13_0009,-375.8883667,-26.21798897,26.60364322,381.4175074,354.81386410000005,0.21088707399999998,0.594359736,-23.03737831,2,control,-70,-3.5445449575148746,0.07754296030551684
66,2020_02_13_0009,-370.27508539999997,-12.88194942,27.00694806,776.2800232999999,749.2730753,0.206058383,0.27501106,-21.69266701,2,control,-70,-0.9412655759475352,-1.4477102302049794
67,2020_02_13_0009,-353.5233459,-11.61879063,28.28667502,860.6747742999999,832.3880993,0.232904434,0.279802696,-19.64556885,2,control,-70,-0.3927383210776539,-1.4248247177666407
68,2020_02_13_0009,-346.67190550000004,-9.603491782999999,28.84571793,1041.287922,1012.442204,0.222302064,0.219570128,-18.44036674,2,control,-70,0.7955496565465251,-1.7125037451712837
69,2020_02_13_0009,-345.778656,-9.446258545,28.92023503,1058.620188,1029.6999529999998,0.226018146,0.219499035,-16.15978241,2,control,-70,0.9094441755952516,-1.7128432951153483
70,2020_02_13_0009,-337.16400150000004,-9.24007225,29.65915684,1082.24262,1052.5834630000002,0.233110294,0.221464902,-16.22953796,2,control,-70,1.060466557807253,-1.7034540439951422
71,2020_02_13_0009,-332.80044560000005,-10.48459721,30.04803669,953.7800836000001,923.7320469,0.239521638,0.259297746,-16.07646561,2,control,-70,0.21009667089691672,-1.5227591786214532
72,2020_02_13_0013,-251.50550840000002,-9.318033218,39.76056056,1073.187846,1033.4272859999999,0.4061535,0.39301604100000004,-13.75325394,2,control,-70,0.9340431426661863,-0.8841022139739035
73,2020_02_13_0013,-250.50859069999996,-9.358722687,39.9187907,1068.521884,1028.603094,0.42495352,0.413136537,-13.28531837,2,control,-70,0.9022053272223125,-0.7880039582897196
74,2020_02_13_0013,-249.7812653,-9.782336235,40.03502821,1022.250693,982.2156653,0.430567473,0.43836347600000003,-13.76851273,2,control,-70,0.5960661035209106,-0.6675166286457924
75,2020_02_13_0013,-248.4283142,-10.29532242,40.25306065,971.3148937000001,931.061833,0.427432269,0.45908043200000004,-13.90075588,2,control,-70,0.2584704456336767,-0.568569597981837
76,2020_02_13_0013,-245.43251040000004,-9.409585952999999,40.74439847,1062.746018,1022.0016189999999,0.39638376200000003,0.387850425,-13.84480667,2,control,-70,0.8586381261848414,-0.9087739063185812
77,2020_02_13_0013,-247.08554080000002,-8.81303978,40.4718138,1134.682272,1094.210458,0.426854312,0.390102571,-13.65661526,2,control,-70,1.3351887463712866,-0.8980173473278826
78,2020_02_13_0013,-247.01432799999998,-9.369622231000001,40.48348159,1067.2788890000002,1026.795407,0.43903842600000004,0.42758121299999996,-13.23954201,2,control,-70,0.8902752868992301,-0.7190141994128414
79,2020_02_13_0013,-246.10897830000002,-9.46698761,40.6324063,1056.302217,1015.669811,0.442398697,0.435573345,-14.75524807,2,control,-70,0.8168506238362515,-0.6808426779753105
80,2020_02_13_0013,-244.2931824,-9.839737892,40.9344211,1016.287233,975.3528123,0.44143229700000003,0.452587301,-14.12963772,2,control,-70,0.5507739080128456,-0.5995816845143412
81,2020_02_13_0013,-246.2157898,-9.966168404,40.61477945,1003.394644,962.7798648,0.440462202,0.45749004299999996,-13.30566311,2,control,-70,0.4677972806127489,-0.5761655145417132
82,2020_02_13_0013,-244.02870180000002,-9.749638557,40.97878621,1025.679049,984.7002623999999,0.43005240000000006,0.43673432,-13.90584183,2,control,-70,0.6124634906734506,-0.6752977017285546
83,2020_02_13_0013,-243.8506775,-10.83591938,41.00870296,922.8566261,881.8479231000001,0.403551549,0.457620343,-14.45007229,2,control,-70,-0.06632246904875887,-0.5755431838240384
84,2020_02_13_0013,-242.17729190000003,-10.33964539,41.29206303,967.1511572000001,925.8590942,0.44907394100000003,0.485034865,-14.41446877,2,control,-70,0.22413436661420807,-0.4446076569555313
85,2020_02_13_0013,-240.0156403,-10.18342495,41.66395152,981.987892,940.3239404999999,0.42173007100000004,0.44849445299999996,-19.87202835,2,control,-70,0.31959679989286227,-0.61912968937369
86,2020_02_13_0014,-239.80352779999998,-9.393727303,41.70080436,1064.540164,1022.839359,0.5864722729999999,0.5733767160000001,-15.10752678,2,control,-70,0.8641668886200748,-0.022674828609147355
87,2020_02_13_0014,-239.8358154,-9.15110302,41.69519045,1092.764444,1051.069253,0.591339529,0.56260758,-15.97794151,2,control,-70,1.050473353033629,-0.07410970301909024
88,2020_02_13_0014,-238.1160889,-10.96358204,41.99632225,912.1106555,870.1143332,0.576621771,0.662696555,-15.93548203,2,control,-70,-0.14375965847453592,0.40392900490927863
89,2020_02_13_0014,-236.73022459999999,-10.73081398,42.24217679,931.8957554,889.6535786000001,0.507910073,0.570907694,-14.83419514,2,control,-70,-0.014808138933484429,-0.03446721719866747
90,2020_02_13_0014,-234.30317689999998,-9.892243385,42.67974567,1010.893041,968.2132955,0.587285101,0.60656583,-14.02481651,2,control,-70,0.5036558376216079,0.1358409437208949
91,2020_02_13_0014,-233.1865845,-9.834241867000001,42.88411369,1016.855202,973.9710882999999,0.532597721,0.54683114,-19.488788600000003,2,control,-70,0.5416550599847458,-0.14946014989207937
92,2020_02_13_0014,-231.51351929999998,-6.713487625,43.1940218,1489.538755,1446.344733,0.568318248,0.39293415600000003,-16.38395691,2,control,-70,3.6591397953578775,-0.8844933079939864
93,2020_02_13_0014,-233.80053709999999,-9.084759712,42.7715014,1100.7445779999998,1057.9730769999999,0.543801725,0.514003368,-15.18979168,2,control,-70,1.0960359414150602,-0.30625010314164625
94,2020_02_13_0014,-235.50593569999998,-9.678051949,42.46177478,1033.265791,990.804016,0.559335351,0.56452673,-14.73600864,2,control,-70,0.6527459215202518,-0.06494357871498263
95,2020_02_13_0014,-235.08227540000001,-8.693529129,42.53829849,1150.280841,1107.742543,0.547811806,0.49452989799999997,-20.78644943,2,control,-70,1.4244953131084377,-0.3992580736766815
96,2020_02_13_0014,-231.2550201,-11.69714069,43.24230451,854.9097820000001,811.6674775,0.5573355560000001,0.6866550290000001,-19.45694351,2,control,-70,-0.5294864713898166,0.5183579712854
97,2020_02_13_0014,-230.0881653,-10.70844746,43.46160085,933.8421877000001,890.3805868999999,0.541167319,0.607793259,-19.57370758,2,control,-70,-0.010010163214118243,0.14170331340980255
98,2020_02_13_0015,-229.5235596,-10.48293304,43.56851218,953.9314958999998,910.3629837000001,0.59803611,0.656920504,-18.64536667,2,control,-70,0.12186598546418557,0.3763417910631146
99,2020_02_13_0015,-229.1329346,-11.02818108,43.64278762,906.7678460000001,863.1250584,0.571940005,0.662638628,-18.30356979,2,monochromator,-70,-0.18988618933585513,0.40365233759168245
100,2020_02_13_0015,-227.947113,-10.359700199999999,43.86982518,965.2788983999999,921.4090732999999,0.571995556,0.6207835079999999,-19.36732483,2,monochromator,-70,0.19476593680552978,0.2037465289350663
101,2020_02_13_0015,-228.819046,-11.336262699999999,43.70265576,882.1249349999999,838.4222792,0.5439579489999999,0.648787565,-19.59402657,2,monochromator,-70,-0.3529150499451324,0.33749775603108195
102,2020_02_13_0015,-228.97599790000004,-12.69647408,43.67269972,787.6202433,743.9475436,0.6184034939999999,0.8312461,-19.92536163,2,monochromator,-70,-0.9764120409732026,1.2089448092345245
103,2020_02_13_0015,-227.6018219,-10.93866158,43.9363794,914.1886264000001,870.252247,0.597344577,0.6864039470000001,-21.29952431,2,monochromator,-70,-0.14284948033246306,0.5171587691268797
104,2020_02_13_0015,-229.8095551,-11.37927818,43.51429164,878.7903626,835.2760709,0.587191999,0.702991525,-17.62695122,2,monochromator,-70,-0.37367881705958145,0.5963833226282117
105,2020_02_13_0015,-229.54100040000003,-11.05259323,43.56520179,904.7650438999999,861.1998421,0.596126139,0.69220419,-21.31347466,2,monochromator,-70,-0.20259187792555874,0.5448615272917079
106,2020_02_13_0015,-226.266037,-14.34035301,44.19576236,697.3329033,653.1371409,0.60318923,0.9235261509999999,-26.66364288,2,monochromator,-70,-1.5757258414078805,1.6496870223264652
107,2020_02_13_0015,-227.04029849999998,-11.20837975,44.04504428,892.1896141000001,848.1445697999999,0.5991700289999999,0.7064479929999999,-19.05343056,2,monochromator,-70,-0.2887516638662791,0.6128918890983523
108,2020_02_13_0015,-226.84848019999995,-12.43489552,44.08228783,804.1885022000001,760.1062143999999,0.575698674,0.757392405,-18.63490295,2,monochromator,-70,-0.8697710161655814,0.8562094062239952
109,2020_02_13_0015,-222.60392760000002,-11.23046875,44.922837200000004,890.4347826,845.5119454,0.643856764,0.7614993109999999,-19.09528351,2,monochromator,-70,-0.3061259743788458,0.8758245540244717
110,2020_02_13_0015,-222.753891,-8.950659752,44.89259404,1117.236078,1072.343484,0.611714423,0.570446346,-21.26464653,2,monochromator,-70,1.1908751115640455,-0.03667067868706141
111,2020_02_13_0015,-224.2187347,-11.97916603,44.59930617,834.782653,790.1833468,0.574380696,0.726895471,-19.18945122,2,monochromator,-70,-0.6712734873706669,0.7105518557781366
112,2020_02_13_0015,-222.09123230000003,-10.64220619,45.0265411,939.6547877,894.6282466,0.626956761,0.7008014370000001,-19.85211945,2,monochromator,-70,0.018022760350488762,0.5859231611791673
113,2020_02_13_0016,-221.70510860000002,-11.00667286,45.10495974,908.5397675,863.4348077,0.547838807,0.634487748,-18.89546585,2,control,-70,-0.18784196285248336,0.2691998636578995
114,2020_02_13_0016,-218.24136349999998,-11.17960548,45.82082809,894.4859471000001,848.665119,0.517917395,0.610272984,-18.08675003,2,control,-70,-0.2853162389580125,0.1535468209991014
115,2020_02_13_0016,-217.6615295,-9.791056633,45.94289134,1021.3402269999999,975.3973352,0.58938992,0.604256234,-19.88728714,2,control,-70,0.5510677420628229,0.1248099956301932
116,2020_02_13_0016,-219.6705933,-11.39831543,45.52270676,877.3226238,831.7999171,0.58558166,0.70399341,-18.97684479,2,control,-70,-0.3966200978251325,0.6011684631583536
117,2020_02_13_0016,-218.76016239999998,-10.48278809,45.71216209,953.9446869999999,908.232525,0.5551534889999999,0.61124599,-18.91072464,2,control,-70,0.10780577581635226,0.15819403145406485
118,2020_02_13_0016,-218.7499847,-11.5102129,45.7142889,868.7936607999999,823.0793719,0.547111809,0.664713305,-19.16503716,2,control,-70,-0.45417234878188795,0.4135612802344535
119,2020_02_13_0016,-214.9403687,-12.31892681,46.52453172,811.7590236000001,765.2344919,0.553145587,0.722844557,-26.636756899999995,2,control,-70,-0.8359263531442963,0.691204133469172
120,2020_02_13_0016,-213.20086669999998,-12.59867191,46.90412452,793.7344562000001,746.8303317000001,0.528867364,0.708149283,-22.51688385,2,control,-70,-0.9573867460654539,0.6210174840843286
121,2020_02_13_0016,-224.6246185,-8.382159233,44.51871779,1193.010025,1148.4913080000001,0.639688611,0.556981674,-28.18298149,2,control,-70,1.6934215207792422,-0.10097980369867522
122,2020_02_13_0016,-216.11529539999998,-9.38415432,46.27159767,1065.626125,1019.354527,0.547505915,0.5371103979999999,-21.31143951,2,control,-70,0.841168335065633,-0.19588775039238476
123,2020_02_13_0016,-213.7400208,-12.10021877,46.78581,826.4313387999999,779.6455288,0.555965126,0.71309987,-19.17012405,2,control,-70,-0.740819041251015,0.6446621683561672
124,2020_02_13_0016,-213.1652679,-13.98213482,46.91195755,715.1983677000001,668.2864102000001,0.56413883,0.844157267,-21.69799614,2,control,-70,-1.4757464790435788,1.2706103182531494
125,2020_02_13_0016,-211.3036957,-10.65063477,47.32524894,938.9111747999999,891.5859257999999,1.02205503,1.1463337409999999,-35.15624619,2,control,-70,-0.002055389140962825,2.71384671064612
126,2020_02_13_0016,-213.2517395,-12.12056255,46.89293519,825.0442136,778.1512784,0.617192626,0.793152493,-23.44258499,2,control,-70,-0.750680520326088,1.027004503915072
127,2020_02_13_0016,-213.06353760000002,-17.27803421,46.93435636,578.7695451000001,531.8351887,0.5635936260000001,1.05971481,-21.55558014,2,control,-70,-2.3762721644243245,2.3001427851400744
128,2020_02_13_0016,-210.08807369999997,-13.88549614,47.59908462,720.1759231000001,672.5768385,0.572912633,0.85181737,-19.15995026,2,control,-70,-1.4474312991356115,1.3071960235290623
129,2020_02_13_0016,-210.43394469999998,-12.83263969,47.52085037,779.2628982000001,731.7420479,0.5970472689999999,0.815925873,-25.16174126,2,control,-70,-1.0569636275389136,1.1357732983838107
130,2020_02_13_0016,-210.6017914,-15.72163677,47.48297692,636.0660881,588.5831112000001,0.394148648,0.669656741,-23.40698051,2,control,-70,-2.001757658497047,0.43717181034695185
131,2020_02_13_0017,-208.5603333,-12.59825134,47.94775614,793.7609536,745.8131975,0.705643117,0.9461392209999999,-20.56563377,2,control,-70,-0.9640994413605949,1.7576901541908267
132,2020_02_13_0017,-208.5314178,-10.92575169,47.95440468,915.2688333999998,867.3144287,0.63665545,0.7340537970000001,-19.9841938,2,monochromator,-70,-0.1622379534369827,0.7447410051022264
133,2020_02_13_0017,-210.41065980000002,-13.97773743,47.52610923,715.4233688999999,667.8972597000001,0.599266529,0.8972435809999999,-20.18014908,2,monochromator,-70,-1.478314722968964,1.524157853865734
134,2020_02_13_0017,-208.3001251,-12.12442493,48.00765239,824.7813858,776.7737335,0.633412957,0.815440752,-26.19692993,2,monochromator,-70,-0.7597717878983261,1.1334562937783694
135,2020_02_13_0017,-206.81278989999998,-9.098138809,48.35290895,1099.1258990000001,1050.77299,0.66477412,0.632652463,-22.06902504,2,monochromator,-70,1.0485181309535692,0.2604342901261464
136,2020_02_13_0017,-206.125351,-9.452647209,48.51416846,1057.90471,1009.390541,0.66729635,0.661088372,-21.29162979,2,monochromator,-70,0.7754098521210584,0.39624810175853337
137,2020_02_13_0017,-207.2657471,-12.5025692,48.24723883,799.8356051,751.5883662,0.627857089,0.835373613,-19.2967453,2,monochromator,-70,-0.9259855447271601,1.2286583789006897
138,2020_02_13_0019,-274.7441711,-33.56510544,36.39749647,297.9284548,261.53095840000003,0.6538630129999999,2.167375383,-113.8055878,3,control,-70,0.3546040576704915,-1.288377599280136
139,2020_02_13_0019,-269.86413569999996,-32.79830551,37.05568349,304.8938,267.8381165,0.623349726,2.1350656740000002,-114.6573105,3,control,-70,0.5891121320735889,-1.3150333510747905
140,2020_02_13_0019,-278.5810852,-32.58818054,35.89619156,306.8597213,270.9635298,0.6044228079999999,2.048809723,-118.26947779999999,3,control,-70,0.7053189312494064,-1.386195156359632
141,2020_02_13_0019,-267.67242430000005,-31.86444473,37.35909676,313.82941339999996,276.4703167,0.642208755,2.288611141,-113.79726409999998,3,control,-70,0.9100681973360149,-1.1883571913623547
142,2020_02_13_0019,-263.7717285,-32.41665649,37.91156867,308.4833873,270.57181860000003,0.6221440429999999,2.293649386,-114.76828,3,control,-70,0.6907546159464301,-1.184200601521182
143,2020_02_13_0019,-270.46896360000005,-34.92102814,36.97281886,286.3604119,249.387593,0.64056325,2.3513390530000002,-116.86012269999999,3,control,-70,-0.09690154779819203,-1.136606194382811
144,2020_02_13_0019,-261.2942505,-32.58227158,38.27102962,306.91537200000005,268.6443423,0.7038744690000001,2.461501356,-113.70571140000001,3,control,-70,0.6190886217848736,-1.0457214697356307
145,2020_02_13_0019,-254.3834076,-39.2583847,39.31074001,254.7226554,215.4119154,0.5993055110000001,2.7640241239999996,-113.17027279999999,3,control,-70,-1.3601599922815284,-0.796137921457933
146,2020_02_13_0019,-248.40473939999998,-32.41460419,40.25688087,308.5029187,268.2460378,0.636504948,2.3659767169999997,-114.14405819999999,3,control,-70,0.6042791592916015,-1.1245300120056334
147,2020_02_13_0019,-245.60543819999998,-32.60868835,40.71571082,306.6667353,265.9510245,0.654232323,2.433024885,-119.6288986,3,control,-70,0.5189476770012657,-1.0692147714847637
