file,peak,plato,Ra,Rm+Ra,Rm,tau,Cm,Ih,Cell,Stimulation_Type,VC
2020_03_20_0020,-179.8131561,-43.78537369,55.61328334,228.3867684,172.7734851,1.050248027,7.746272032,120.6090546,8,monochromator,-10
2020_03_20_0020,-184.0066223,-42.953228,54.34587013,232.8113734,178.4655032,1.069663525,8.458227431,132.9812317,8,monochromator,-10
2020_03_20_0020,-185.6743164,-43.48084259,53.85774508,229.9863435,176.1285984,0.925711095,6.722395485,127.2026443,8,monochromator,-10
2020_03_20_0020,-188.9037933,-46.71492004,52.93699943,214.0643715,161.1273721,0.923309803,8.902312144,154.8461761,8,monochromator,-10
2020_03_20_0020,-177.3394318,-49.37289429,56.38903824,202.5402834,146.1512451,0.807986617,8.117141372,164.8882599,8,monochromator,-10
2020_03_20_0020,-182.0534973,-60.92750931,54.92890907,164.1294731,109.200564,1.010752678,11.51314861,182.2976379,8,monochromator,-10
2020_03_20_0020,-182.0211792,-26.05909157,54.93866178,383.7432312,328.8045694,0.84581399,4.966327032,150.4049683,8,monochromator,-10
2020_03_20_0020,-184.9167633,-18.09962654,54.07838544,552.4975876,498.4192021,1.033914685,2.7992518,132.060318,8,monochromator,-10
2020_03_20_0020,-182.7230835,-37.11163712,54.72762285,269.4572586,214.7296358,0.966569483,6.680907295,129.3783569,8,monochromator,-10
2020_03_20_0020,-184.0191803,-52.69687271,54.34216142,189.7645816,135.4224201,0.93101126,11.18459014,143.7359772,8,monochromator,-10
2020_03_20_0020,-171.4746552,-32.28688049,58.31765628,309.7233256,251.4056693,0.94718951,5.487534589,136.4404907,8,monochromator,-10
2020_03_20_0020,-179.3966675,-41.2361145,55.74239556,242.5058743,186.7634787,1.032006383,7.619668496,132.6437378,8,monochromator,-10
2020_03_20_0020,-178.7073212,-26.57087898,55.95741649,376.3518703,320.3944538,0.819460452,18.07369873,142.208313,8,monochromator,-10
2020_03_20_0020,-183.5165405,-39.66244507,54.49100104,252.1276735,197.6366725,0.943037271,6.813052873,143.3554077,8,monochromator,-10
2020_03_20_0020,-183.4626923,-46.99039078,54.50699473,212.8094667,158.3024719,0.912499428,8.055523657,140.3718719,8,monochromator,-10
2020_03_20_0020,-182.3281555,-40.80951309,54.84616444,245.0409045,190.1947401,0.881578028,8.400166352,143.9980774,8,monochromator,-10
2020_03_20_0020,-183.1970062,-41.54247665,54.58604486,240.7174729,186.1314281,0.929200053,6.740628049,152.3132172,8,monochromator,-10
2020_03_20_0020,-176.0612793,-61.52017975,56.79840587,162.5482897,105.7498838,1.029068828,11.53635161,161.4128418,8,monochromator,-10
2020_03_20_0021,-182.3417206,-44.84162903,54.84208424,223.0070632,168.164979,1.110506058,7.504583878,139.6171265,8,control,-10
2020_03_20_0021,-182.6359558,-32.93276215,54.75373103,303.6489911,248.8952601,0.901177585,4.011242441,143.8175964,8,control,-10
2020_03_20_0021,-179.0270538,-38.19779205,55.85747956,261.7952364,205.9377568,1.119395852,5.949124687,131.9079132,8,control,-10
2020_03_20_0021,-181.4215088,-37.57408524,55.12025595,266.1408771,211.0206211,1.068394303,5.756989554,132.1051025,8,control,-10
2020_03_20_0021,-181.8910065,-47.93819427,54.97797936,208.6019332,153.6239538,0.957750142,7.626781767,149.0540924,8,control,-10
2020_03_20_0021,-177.9221497,-37.81480408,56.2043569,264.4466961,208.2423391,1.01678741,5.29951183,134.0989227,8,control,-10
2020_03_20_0021,-182.6985474,-40.74890518,54.73497269,245.4053662,190.6703936,0.987416446,5.670468533,143.0256958,8,control,-10
2020_03_20_0021,-189.5783081,-37.55333328,52.74865094,266.2879464,213.5392955,0.892601728,4.869062387,182.8644409,8,control,-10
2020_03_20_0021,-178.369751,-38.07428741,56.0633176,262.6444427,206.5811251,1.088739038,6.198071998,133.3258057,8,control,-10
2020_03_20_0021,-177.8157349,-44.54726791,56.2379927,224.4806577,168.242665,0.957056224,6.95975662,141.0725708,8,control,-10
2020_03_20_0021,-178.814209,-37.76088715,55.92396743,264.8242866,208.9003192,0.836975634,4.089053281,137.1882324,8,control,-10
2020_03_20_0021,-181.1429291,-48.13747025,55.2050254,207.7383782,152.5333528,0.897954941,6.690642925,148.3060303,8,control,-10
2020_03_20_0021,-185.4623413,-44.87540054,53.91930205,222.8392366,168.9199346,1.006212234,7.267814654,137.3666534,8,control,-10
